pageid,title,wikidata,label
32102771,Esmon Saimon,Q5398549,Esmon Saimon
42055626,Bob Loughman,Q16190741,Bob Loughman
54475856,Tallis Obed Moses,Q32060530,Tallis Obed Moses
57138287,Ishmael Kalsakau,Q24950945,Ishmael Kalsakau
66690307,Seule Simeon,Q55863225,Seoule Simeon
